תאריך,שעה,סוג,בסיס,פקיעה,פתיחה%,נעילה,יומי%,מחזור,עסקאות,נקודות,אחוז
6.10.2022,9:59:53,W,"1,837.92","1,877.33",2.14%,"1,867.62",1.62%,128.6,"2,293",4.05,0.22%
29.9.2022,9:59:57,M,"1,875.74","1,873.28",0.13%,"1,837.23",2.05%,457.8,"3,264",41.84,2.18%
22.9.2022,9:59:10,W,"1,944.86","1,915.12",1.53%,"1,922.89",1.13%,86.3,"1,810",53.88,2.74%
15.9.2022,9:59:16,W,"1,961.18","1,969.00",0.40%,"1,950.56",0.54%,77.9,"1,614",23.36,1.17%
8.9.2022,9:59:14,W,"1,970.25","1,992.36",1.12%,"1,987.29",0.86%,117.5,"1,524",9.16,0.46%
1.9.2022,9:59:44,W,"2,014.52","2,001.52",0.65%,"2,000.20",0.71%,90.7,"1,574",69.16,3.34%
25.8.2022,9:59:05,M,"2,067.23","2,070.68",0.17%,"2,060.40",0.33%,514.1,"3,347",48.53,2.40%
18.8.2022,9:59:06,W,"2,033.82","2,022.15",0.57%,"2,054.88",1.04%,64.5,"1,674",31.06,1.51%
11.8.2022,9:59:55,W,"2,024.00","2,053.21",1.44%,"2,042.21",0.90%,222.6,"2,380",105.54,5.42%
4.8.2022,9:59:27,W,"1,945.95","1,947.67",0.09%,"1,956.96",0.57%,108.6,"1,577",0.46,0.02%
28.7.2022,9:59:26,M,"1,912.33","1,948.13",1.87%,"1,925.35",0.68%,983,"4,465",40.9,2.14%
21.7.2022,9:59:38,W,"1,901.97","1,907.23",0.28%,"1,920.20",0.96%,166.2,"2,476",44.75,2.40%
14.7.2022,9:59:41,W,"1,853.67","1,862.48",0.48%,"1,842.53",0.60%,67.7,"1,622",29.24,1.59%
7.7.2022,9:59:42,W,"1,825.64","1,833.24",0.42%,"1,851.45",1.41%,104.5,"1,349",22.57,1.22%
30.6.2022,9:59:48,W,"1,864.67","1,855.81",0.48%,"1,828.73",1.93%,164.9,"2,496",22.88,1.25%
23.6.2022,9:59:10,M,"1,834.04","1,832.93",0.06%,"1,820.79",0.72%,412.3,"2,598",28.56,1.58%
16.6.2022,9:59:44,W,"1,822.44","1,804.37",0.99%,"1,775.89",2.55%,121.4,"2,002",102.27,5.36%
9.6.2022,9:59:16,W,"1,907.57","1,906.64",0.05%,"1,886.88",1.08%,134.3,"1,444",7.69,0.40%
2.6.2022,9:59:04,W,"1,919.52","1,914.33",0.27%,"1,902.51",0.89%,187.2,"2,115",87.82,4.81%
26.5.2022,9:59:00,M,"1,836.31","1,826.51",0.53%,"1,880.28",2.39%,511.5,"3,219",63.3,3.35%
19.5.2022,9:59:44,W,"1,919.28","1,889.81",1.54%,"1,875.88",2.26%,169.6,"3,197",26.13,1.40%
12.5.2022,9:59:56,W,"1,895.23","1,863.68",1.66%,"1,874.25",1.11%,142.2,"2,237",51.8,2.70%
3.5.2022,9:59:43,W,"1,941.71","1,915.48",1.35%,"1,936.56",0.27%,169.5,"3,116",99.26,4.93%
28.4.2022,10:09:36,M,"1,994.03","2,014.74",1.04%,"2,016.87",1.15%,974.2,"5,084",31.26,1.53%
20.4.2022,9:59:45,W,"2,051.48","2,046.00",0.27%,"2,055.66",0.20%,81.2,"2,160",15.02,0.74%
14.4.2022,9:59:14,W,"2,026.33","2,030.98",0.23%,"2,039.69",0.66%,89,"1,503",4.08,0.20%
7.4.2022,9:59:35,W,"2,028.28","2,026.90",0.07%,"2,034.51",0.31%,74.2,"1,347",7.75,0.38%
31.3.2022,9:59:00,W,"2,042.44","2,034.65",0.38%,"2,021.28",1.04%,111.5,"1,481",3.97,0.19%
24.3.2022,9:59:49,M,"2,027.57","2,038.62",0.54%,"2,036.49",0.44%,984.1,"3,538",88.56,4.54%
16.3.2022,9:59:40,W,"1,930.00","1,950.06",1.04%,"1,961.07",1.61%,133.4,"1,832",2.47,0.13%
10.3.2022,9:59:46,W,"1,948.91","1,952.53",0.19%,"1,930.40",0.95%,108.4,"2,042",13.23,0.67%
3.3.2022,9:59:37,W,"1,958.29","1,965.76",0.38%,"1,943.51",0.75%,201.7,"2,554",33.28,1.72%
24.2.2022,10:06:48,M,"1,985.17","1,932.48",2.65%,"1,927.41",2.91%,714.7,"4,636",71.67,3.58%
17.2.2022,9:59:24,W,"1,991.63","2,004.15",0.63%,"1,979.84",0.59%,196,"1,707",7.08,0.35%
10.2.2022,9:59:43,W,"1,986.67","1,997.07",0.52%,"1,986.66",0.00%,93.1,"2,197",71.11,3.69%
3.2.2022,9:59:14,W,"1,935.85","1,925.96",0.51%,"1,930.53",0.27%,121.3,"1,915",36.82,1.95%
27.1.2022,10:06:39,M,"1,937.13","1,889.14",2.48%,"1,917.22",1.03%,"1,248.40","5,985",121.68,6.05%
20.1.2022,9:59:28,W,"2,015.01","2,010.82",0.21%,"2,019.39",0.22%,248.6,"2,408",41.88,2.04%
13.1.2022,9:59:08,W,"2,055.55","2,052.70",0.14%,"2,071.10",0.76%,159,"2,776",59.38,2.98%
6.1.2022,9:59:12,W,"2,016.23","1,993.32",1.14%,"2,003.52",0.63%,196.6,"2,650",30.3,1.54%
30.12.2021,9:59:40,M,"1,975.42","1,963.02",0.63%,"1,978.06",0.13%,740.4,"3,471",28.26,1.46%
23.12.2021,9:59:36,W,"1,922.03","1,934.76",0.66%,"1,949.34",1.42%,133.2,"2,192",19.46,1.02%
16.12.2021,9:59:12,W,"1,887.48","1,915.30",1.47%,"1,911.14",1.25%,101.6,"2,112",3.64,0.19%
9.12.2021,9:59:17,W,"1,908.22","1,918.94",0.56%,"1,906.21",0.11%,214.5,"2,834",41.04,2.19%
2.12.2021,9:59:38,W,"1,889.60","1,877.90",0.62%,"1,869.86",1.04%,111.1,"1,646",14.47,0.76%
25.11.2021,9:59:40,M,"1,885.36","1,892.37",0.37%,"1,896.57",0.59%,571.6,"2,538",11.59,0.61%
18.11.2021,9:59:44,W,"1,895.16","1,903.96",0.46%,"1,901.32",0.33%,196.6,"2,815",32.83,1.75%
11.11.2021,9:59:14,W,"1,875.37","1,871.13",0.23%,"1,889.38",0.75%,224,"2,537",15.59,0.83%
4.11.2021,9:59:32,W,"1,880.92","1,886.72",0.31%,"1,887.24",0.34%,111.5,"1,547",30.97,1.67%
28.10.2021,9:59:39,M,"1,862.34","1,855.75",0.35%,"1,849.50",0.69%,371.4,"2,947",1.06,0.06%
21.10.2021,9:59:06,W,"1,851.76","1,854.69",0.16%,"1,860.81",0.49%,86.7,"1,652",9.78,0.53%
14.10.2021,9:59:02,W,"1,831.15","1,844.91",0.75%,"1,848.07",0.92%,69,"1,546",50.36,2.81%
7.10.2021,9:59:35,W,"1,784.16","1,794.55",0.58%,"1,803.34",1.08%,59.9,"1,479",8.46,0.47%
30.9.2021,10:06:31,W,"1,793.99","1,803.01",0.50%,"1,802.26",0.46%,79.2,"1,921",3.38,0.19%
23.9.2021,9:59:40,M,"1,792.55","1,799.63",0.39%,"1,804.59",0.67%,536.4,"3,032",0.04,0.00%
14.9.2021,9:59:25,W,"1,803.34","1,799.67",0.20%,"1,812.02",0.48%,93.7,"1,778",36.44,2.07%
9.9.2021,10:06:22,W,"1,772.73","1,763.23",0.54%,"1,800.42",1.56%,130.3,"2,945",5.01,0.28%
2.9.2021,9:59:37,W,"1,768.22","1,768.24",0.00%,"1,766.83",0.08%,79,"1,663",3.26,0.18%
26.8.2021,9:59:55,M,"1,767.34","1,771.50",0.24%,"1,760.64",0.38%,"1,210.80","4,958",62.73,3.67%
19.8.2021,9:59:44,W,"1,721.78","1,708.77",0.76%,"1,725.18",0.20%,107.6,"1,836",4.8,0.28%
12.8.2021,9:59:45,W,"1,698.92","1,703.97",0.30%,"1,710.67",0.69%,156.3,"2,737",17.01,1.01%
5.8.2021,9:59:44,W,"1,693.82","1,686.96",0.41%,"1,689.87",0.23%,73.5,"1,309",9.55,0.56%
29.7.2021,9:59:48,M,"1,687.29","1,696.51",0.55%,"1,691.73",0.26%,762.4,"3,503",62.07,3.80%
22.7.2021,9:59:00,W,"1,662.67","1,634.44",1.70%,"1,660.75",0.12%,223.6,"2,396",28.68,1.72%
15.7.2021,9:59:48,W,"1,672.19","1,663.12",0.54%,"1,657.92",0.85%,67.6,"1,763",25.76,1.53%
8.7.2021,9:59:40,W,"1,691.00","1,688.88",0.13%,"1,658.09",1.95%,82.2,"2,236",3.4,0.20%
1.7.2021,9:59:38,W,"1,682.94","1,685.48",0.15%,"1,687.84",0.29%,85,"1,342",1.77,0.10%
24.6.2021,9:59:57,M,"1,689.46","1,687.25",0.13%,"1,687.01",0.15%,516.3,"3,274",7.98,0.47%
17.6.2021,9:59:00,W,"1,704.12","1,695.23",0.52%,"1,689.50",0.86%,53.7,"1,676",12.98,0.77%
10.6.2021,9:59:51,W,"1,688.31","1,682.25",0.36%,"1,693.51",0.31%,103.2,"1,794",13.96,0.82%
3.6.2021,9:59:54,W,"1,697.64","1,696.21",0.08%,"1,686.73",0.64%,142.3,"2,180",16.67,0.97%
27.5.2021,9:59:04,M,"1,703.32","1,712.88",0.56%,"1,706.90",0.21%,360.3,"3,536",41,2.45%
20.5.2021,9:59:43,W,"1,650.90","1,671.88",1.27%,"1,678.10",1.65%,172.6,"3,202",51.79,3.20%
13.5.2021,9:59:42,W,"1,623.19","1,620.09",0.19%,"1,640.62",1.07%,182.6,"2,069",39.36,2.37%
6.5.2021,10:02:54,W,"1,650.70","1,659.45",0.53%,"1,648.70",0.12%,91.3,"2,204",16.81,1.02%
29.4.2021,9:59:37,M,"1,632.01","1,642.64",0.65%,"1,641.76",0.60%,600.8,"2,360",6.9,0.42%
22.4.2021,9:59:05,W,"1,630.91","1,635.74",0.30%,"1,633.03",0.13%,53.3,"1,330",1.99,0.12%
13.4.2021,9:59:51,W,"1,632.86","1,633.75",0.05%,"1,631.97",0.05%,71,"1,410",3.29,0.20%
8.4.2021,9:59:14,W,"1,632.52","1,630.46",0.13%,"1,635.38",0.18%,51.4,"1,906",26.05,1.62%
1.4.2021,10:02:35,W,"1,604.62","1,604.41",0.01%,"1,610.22",0.35%,96.6,"2,902",20.13,1.27%
25.3.2021,10:07:31,M,"1,603.05","1,584.28",1.17%,"1,578.07",1.56%,606.9,"3,945",5.01,0.32%
18.3.2021,9:59:42,W,"1,585.09","1,589.29",0.26%,"1,587.28",0.14%,64.3,"2,009",1.56,0.10%
11.3.2021,9:59:41,W,"1,576.25","1,590.85",0.93%,"1,596.81",1.30%,209.5,"2,294",49.52,3.21%
4.3.2021,9:59:30,W,"1,550.60","1,541.33",0.60%,"1,538.94",0.75%,175.5,"3,011",19.3,1.24%
25.2.2021,9:59:07,M,"1,557.97","1,560.63",0.17%,"1,549.63",0.54%,532.2,"4,984",33.93,2.13%
18.2.2021,9:59:31,W,"1,603.28","1,594.56",0.54%,"1,583.25",1.25%,52.6,"1,662",24.1,1.49%
11.2.2021,9:59:17,W,"1,618.94","1,618.66",0.02%,"1,605.92",0.80%,99.1,"1,531",7.77,0.48%
4.2.2021,9:59:10,W,"1,603.12","1,610.89",0.48%,"1,600.91",0.14%,91.9,"2,046",31.59,2.00%
28.1.2021,9:59:06,M,"1,591.81","1,579.30",0.79%,"1,599.45",0.48%,623.5,"3,941",44.28,2.73%
21.1.2021,9:59:48,W,"1,631.18","1,623.58",0.47%,"1,613.29",1.10%,105.2,"2,499",35.31,2.22%
14.1.2021,9:59:53,W,"1,585.75","1,588.27",0.16%,"1,593.64",0.50%,144.8,"2,355",74.69,4.93%
7.1.2021,9:59:55,W,"1,511.66","1,513.58",0.13%,"1,540.73",1.92%,101.9,"2,306",20.66,1.38%
31.12.2020,9:59:31,W,"1,500.07","1,492.92",0.48%,"1,499.05",0.07%,72.7,"1,983",32.37,2.22%
24.12.2020,9:59:55,M,"1,445.86","1,460.55",1.02%,"1,470.36",1.69%,426.8,"4,080",16.83,1.14%
17.12.2020,9:59:50,W,"1,471.49","1,477.38",0.40%,"1,471.80",0.02%,281.4,"2,834",8.44,0.57%
10.12.2020,9:59:08,W,"1,483.40","1,468.94",0.97%,"1,472.62",0.73%,146.5,"1,933",30.84,2.14%
3.12.2020,10:06:40,W,"1,436.35","1,438.10",0.12%,"1,447.02",0.74%,199.5,"2,244",56.75,3.80%
26.11.2020,9:59:22,M,"1,467.23","1,494.85",1.88%,"1,486.38",1.31%,713.8,"4,092",67.45,4.73%
19.11.2020,9:59:46,W,"1,433.91","1,427.40",0.45%,"1,423.96",0.69%,61.1,"1,513",1.7,0.12%
12.11.2020,9:59:13,W,"1,429.14","1,425.70",0.24%,"1,418.39",0.75%,118.8,"1,546",35.46,2.55%
5.11.2020,9:59:35,W,"1,370.07","1,390.24",1.47%,"1,373.98",0.29%,118.3,"2,760",58.89,4.42%
29.10.2020,9:59:35,M,"1,311.33","1,331.35",1.53%,"1,330.18",1.44%,537.1,"4,247",14.74,1.10%
22.10.2020,9:59:23,W,"1,359.35","1,346.09",0.98%,"1,354.21",0.38%,67.1,"1,374",12.64,0.93%
15.10.2020,9:59:31,W,"1,370.38","1,358.73",0.85%,"1,358.23",0.89%,64.3,"1,477",5.42,0.40%
8.10.2020,9:59:54,W,"1,349.84","1,364.15",1.06%,"1,364.80",1.11%,67.5,"1,982",56.89,4.35%
1.10.2020,9:59:04,W,"1,308.16","1,307.26",0.07%,"1,318.93",0.82%,128,"1,714",24.42,1.90%
24.9.2020,10:02:13,M,"1,287.80","1,282.84",0.39%,"1,275.23",0.98%,550.9,"4,924",29.42,2.24%
17.9.2020,9:59:54,W,"1,332.63","1,312.26",1.53%,"1,324.17",0.63%,159.1,"2,645",0.83,0.06%
10.9.2020,9:59:58,W,"1,324.83","1,313.09",0.89%,"1,305.28",1.48%,109.1,"2,528",62.06,4.51%
3.9.2020,9:59:39,W,"1,386.91","1,375.15",0.85%,"1,340.20",3.37%,140.8,"2,522",56.19,3.93%
27.8.2020,9:59:10,M,"1,425.58","1,431.34",0.40%,"1,412.44",0.92%,440.4,"2,541",33.52,2.40%
20.8.2020,9:59:35,W,"1,414.73","1,397.82",1.20%,"1,394.71",1.42%,76.1,"2,602",23.66,1.66%
13.8.2020,9:59:26,W,"1,425.36","1,421.48",0.27%,"1,415.54",0.69%,116.4,"1,846",14.63,1.04%
6.8.2020,9:59:10,W,"1,403.07","1,406.85",0.27%,"1,403.00",0.00%,98.9,"1,592",14.29,1.03%
29.7.2020,9:59:49,M,"1,378.17","1,392.56",1.04%,"1,380.63",0.18%,547.6,"4,259",20.38,1.44%
23.7.2020,9:59:23,W,"1,398.52","1,412.94",1.03%,"1,388.27",0.73%,217.4,"2,337",16.85,1.21%
16.7.2020,9:59:33,W,"1,400.30","1,396.09",0.30%,"1,388.39",0.85%,97.2,"1,658",24.68,1.80%
9.7.2020,9:59:58,W,"1,368.82","1,371.41",0.19%,"1,361.24",0.55%,35.3,"1,446",14.44,1.04%
2.7.2020,9:59:15,W,"1,381.02","1,385.85",0.35%,"1,405.33",1.76%,91.8,"2,057",29.02,2.14%
25.6.2020,9:59:38,M,"1,364.04","1,356.83",0.53%,"1,362.68",0.10%,296.4,"3,036",76,5.30%
18.6.2020,9:59:58,W,"1,436.08","1,432.83",0.23%,"1,424.71",0.79%,94.2,"1,957",21.7,1.49%
11.6.2020,9:59:51,W,"1,469.02","1,454.53",0.99%,"1,441.37",1.88%,67.7,"2,247",29.49,2.07%
4.6.2020,9:59:42,W,"1,434.70","1,425.04",0.67%,"1,439.99",0.37%,72.6,"2,235",26.72,1.84%
27.5.2020,9:59:56,M,"1,450.69","1,451.76",0.07%,"1,440.15",0.73%,431.7,"2,564",22.95,1.61%
21.5.2020,9:59:02,W,"1,437.56","1,428.81",0.61%,"1,424.64",0.90%,47.7,"1,515",33.46,2.40%
14.5.2020,10:06:33,W,"1,416.16","1,395.35",1.47%,"1,353.88",4.40%,98.2,"2,515",24.13,1.70%
7.5.2020,9:59:00,W,"1,410.87","1,419.48",0.61%,"1,434.95",1.71%,51.9,"1,655",49.15,3.35%
30.4.2020,10:07:04,W,"1,415.35","1,468.63",3.76%,"1,425.81",0.74%,154.5,"4,122",113.64,8.39%
23.4.2020,9:59:48,M,"1,343.64","1,354.99",0.84%,"1,368.15",1.82%,"1,109.40","3,793",0.04,0.00%
16.4.2020,10:06:10,W,"1,347.19","1,354.95",0.58%,"1,324.22",1.71%,77.8,"3,559",26.58,2.00%
7.4.2020,10:06:27,W,"1,302.93","1,328.37",1.95%,"1,337.04",2.62%,105.6,"2,818",35.13,2.72%
2.4.2020,9:59:53,W,"1,284.15","1,293.24",0.71%,"1,268.93",1.19%,108.5,"1,943",52.12,4.20%
26.3.2020,10:02:22,M,"1,243.70","1,241.12",0.21%,"1,281.24",3.02%,"1,384.00","3,976",60.78,5.15%
19.3.2020,9:59:13,W,"1,181.97","1,180.34",0.14%,"1,230.31",4.09%,41.2,"1,656",61.46,4.95%
12.3.2020,10:35:05,W,"1,319.90","1,241.80",5.92%,"1,251.56",5.18%,252.3,"2,882",324.18,20.70%
5.3.2020,9:59:21,W,"1,565.65","1,565.98",0.02%,"1,538.09",1.76%,151.5,"2,346",93.46,5.63%
27.2.2020,9:59:56,M,"1,678.02","1,659.44",1.11%,"1,601.81",4.54%,787,"3,338",77.5,4.46%
20.2.2020,9:59:30,W,"1,734.11","1,736.94",0.16%,"1,725.09",0.52%,92.8,"1,887",6.23,0.36%
13.2.2020,9:59:14,W,"1,751.79","1,743.17",0.49%,"1,730.11",1.24%,174.2,"1,667",11.55,0.67%
6.2.2020,10:02:23,W,"1,714.80","1,731.62",0.98%,"1,727.06",0.71%,263.5,"3,326",43.46,2.57%
30.1.2020,9:45:53,M,"1,701.33","1,688.16",0.77%,"1,690.88",0.61%,990.2,"3,540",48.17,2.77%
23.1.2020,9:45:46,W,"1,739.34","1,736.33",0.17%,"1,735.88",0.20%,262.2,"1,998",26.36,1.54%
16.1.2020,9:45:39,W,"1,706.10","1,709.97",0.23%,"1,718.34",0.72%,146.2,"1,945",31.43,1.87%
9.1.2020,9:45:05,W,"1,676.39","1,678.54",0.13%,"1,678.86",0.15%,71.3,"1,215",5.69,0.34%
2.1.2020,9:45:46,W,"1,685.50","1,684.23",0.08%,"1,693.80",0.49%,157.5,"2,121",0.17,0.01%
26.12.2019,9:45:16,M,"1,691.79","1,684.06",0.46%,"1,685.49",0.37%,"1,370.50","4,207",2.06,0.12%
19.12.2019,9:45:23,W,"1,686.76","1,682.00",0.28%,"1,677.56",0.55%,100.2,"2,024",3.53,0.21%
12.12.2019,9:45:25,W,"1,690.26","1,685.53",0.28%,"1,691.56",0.08%,65.7,"1,524",10.59,0.62%
5.12.2019,9:45:00,W,"1,681.77","1,696.12",0.85%,"1,677.68",0.24%,160.7,"1,865",1.42,0.08%
28.11.2019,9:45:43,M,"1,690.46","1,694.70",0.25%,"1,702.52",0.71%,798.4,"4,005",28.67,1.72%
21.11.2019,9:45:17,W,"1,665.36","1,666.03",0.04%,"1,658.13",0.43%,184.1,"1,611",1.51,0.09%
14.11.2019,9:45:42,W,"1,658.65","1,667.54",0.54%,"1,664.07",0.33%,67,"1,949",2.56,0.15%
7.11.2019,9:45:06,W,"1,664.04","1,670.10",0.36%,"1,668.76",0.28%,135.8,"1,922",20.44,1.24%
31.10.2019,9:45:05,W,"1,653.10","1,649.66",0.21%,"1,654.13",0.06%,224.6,"1,697",14.43,0.87%
24.10.2019,9:45:15,M,"1,653.06","1,664.09",0.67%,"1,653.18",0.01%,551.7,"2,907",21.8,1.33%
17.10.2019,9:45:21,W,"1,650.62","1,642.29",0.50%,"1,648.74",0.11%,81.6,"1,461",34.29,2.13%
10.10.2019,9:52:21,W,"1,613.25","1,608.00",0.33%,"1,611.46",0.11%,93.4,"2,293",1.87,0.12%
3.10.2019,9:45:13,W,"1,602.89","1,606.13",0.20%,"1,589.87",0.81%,120.9,"2,182",22.26,1.37%
26.9.2019,9:45:51,M,"1,605.25","1,628.39",1.44%,"1,615.48",0.64%,"1,126.10","4,984",11.58,0.72%
19.9.2019,9:45:20,W,"1,616.59","1,616.81",0.01%,"1,621.49",0.30%,126.6,"1,429",2.71,0.17%
12.9.2019,9:45:53,W,"1,605.23","1,614.10",0.55%,"1,615.61",0.65%,197.7,"2,030",48.14,3.07%
5.9.2019,9:45:23,W,"1,558.45","1,565.96",0.48%,"1,562.28",0.25%,320.3,"2,309",2.06,0.13%
29.8.2019,10:03:33,M,"1,539.45","1,563.90",1.59%,"1,561.98",1.46%,"1,174.70","5,026",18.98,1.20%
22.8.2019,9:45:18,W,"1,591.28","1,582.88",0.53%,"1,595.05",0.24%,62.4,"1,766",18.92,1.21%
15.8.2019,9:45:30,W,"1,564.42","1,563.96",0.03%,"1,553.21",0.72%,102.6,"1,736",50.03,3.10%
8.8.2019,9:52:27,W,"1,584.84","1,613.99",1.84%,"1,614.53",1.87%,152.6,"2,272",4.39,0.27%
1.8.2019,9:45:12,W,"1,624.42","1,618.38",0.37%,"1,631.09",0.41%,45.7,"1,067",1.79,0.11%
25.7.2019,9:45:00,M,"1,610.49","1,620.17",0.60%,"1,609.52",0.06%,845.2,"2,690",49.83,3.17%
18.7.2019,9:45:22,W,"1,574.62","1,570.34",0.27%,"1,564.30",0.66%,148.6,"1,668",36.21,2.25%
11.7.2019,9:45:10,W,"1,604.05","1,606.55",0.16%,"1,597.67",0.40%,71.3,"1,320",2.49,0.16%
4.7.2019,9:45:34,W,"1,601.59","1,604.06",0.15%,"1,606.35",0.30%,109.7,"1,311",23.41,1.48%
27.6.2019,9:45:56,M,"1,573.37","1,580.65",0.46%,"1,579.05",0.36%,981.3,"3,410",2.73,0.17%
20.6.2019,9:45:06,W,"1,566.67","1,577.92",0.72%,"1,576.19",0.61%,183.3,"1,940",35.11,2.28%
13.6.2019,9:45:11,W,"1,542.77","1,542.81",0.00%,"1,557.95",0.98%,102.8,"1,782",10.02,0.65%
6.6.2019,9:45:43,W,"1,545.47","1,552.83",0.48%,"1,541.28",0.27%,59.1,"1,720",5.24,0.34%
30.5.2019,9:52:41,M,"1,538.01","1,547.59",0.62%,"1,544.44",0.42%,468.8,"3,178",28.48,1.81%
23.5.2019,9:45:51,W,"1,581.82","1,576.07",0.36%,"1,563.97",1.13%,106.8,"2,031",24.33,1.57%
16.5.2019,9:45:42,W,"1,543.27","1,551.74",0.55%,"1,569.59",1.71%,139.5,"2,596",29.84,1.89%
7.5.2019,9:45:42,W,"1,574.42","1,581.58",0.45%,"1,584.95",0.67%,92.8,"1,395",7.64,0.48%
2.5.2019,9:45:57,W,"1,598.61","1,589.22",0.59%,"1,588.41",0.64%,186.6,"2,043",17.63,1.10%
24.4.2019,9:45:45,M,"1,596.04","1,606.85",0.68%,"1,614.67",1.17%,442.9,"2,973",11.18,0.70%
18.4.2019,9:45:01,W,"1,593.51","1,595.67",0.14%,"1,584.56",0.56%,181.4,"1,668",1.72,0.11%
11.4.2019,9:45:00,W,"1,583.58","1,593.95",0.65%,"1,586.26",0.17%,176.5,"1,684",37.6,2.42%
4.4.2019,9:45:35,W,"1,558.74","1,556.35",0.15%,"1,549.93",0.57%,237.7,"2,351",29.09,1.90%
28.3.2019,9:45:17,M,"1,543.30","1,527.26",1.04%,"1,527.35",1.03%,546.3,"3,812",30.31,1.95%
20.3.2019,9:45:01,W,"1,556.04","1,557.57",0.10%,"1,551.10",0.32%,136.7,"2,027",6.2,0.40%
14.3.2019,9:45:46,W,"1,557.91","1,551.37",0.42%,"1,552.02",0.38%,135.5,"2,495",4.4,0.28%
7.3.2019,9:45:28,W,"1,565.45","1,555.77",0.62%,"1,542.83",1.44%,125.4,"2,434",3.95,0.25%
28.2.2019,9:45:54,W,"1,563.58","1,559.72",0.25%,"1,571.21",0.49%,78.6,"1,956",22.62,1.43%
21.2.2019,9:45:18,M,"1,578.36","1,582.34",0.25%,"1,569.92",0.53%,644.6,"2,788",18.9,1.21%
14.2.2019,9:45:51,W,"1,558.62","1,563.44",0.31%,"1,556.65",0.13%,141.4,"1,805",13.43,0.87%
7.2.2019,9:45:46,W,"1,553.64","1,550.01",0.23%,"1,538.39",0.98%,95.4,"1,526",8.82,0.57%
31.1.2019,9:45:47,W,"1,546.52","1,558.83",0.80%,"1,554.14",0.49%,163.6,"1,763",30.43,1.99%
24.1.2019,9:45:10,M,"1,521.79","1,528.40",0.43%,"1,526.90",0.34%,399.2,"2,171",17.97,1.19%
17.1.2019,9:45:18,W,"1,509.68","1,510.43",0.05%,"1,511.14",0.10%,94.2,"2,213",5.25,0.35%
10.1.2019,9:45:00,W,"1,503.81","1,505.18",0.09%,"1,498.63",0.34%,98.7,"1,187",52.2,3.59%
3.1.2019,9:45:15,W,"1,463.78","1,452.98",0.74%,"1,451.27",0.85%,49.2,"1,476",30.52,2.06%
27.12.2018,9:45:48,M,"1,448.53","1,483.50",2.41%,"1,448.56",0.00%,603.4,"3,392",43.01,2.82%
20.12.2018,9:52:36,W,"1,558.85","1,526.51",2.07%,"1,526.55",2.07%,124,"2,412",60.61,3.82%
13.12.2018,9:45:11,W,"1,594.73","1,587.12",0.48%,"1,596.03",0.08%,126.5,"1,266",29.47,1.82%
6.12.2018,9:45:16,W,"1,637.52","1,616.59",1.28%,"1,596.49",2.51%,97.1,"1,879",26.27,1.60%
29.11.2018,9:45:37,M,"1,637.10","1,642.86",0.35%,"1,629.94",0.44%,512.9,"2,945",19.82,1.22%
22.11.2018,9:45:58,W,"1,619.27","1,623.04",0.23%,"1,607.54",0.72%,130.8,"1,327",17.75,1.08%
15.11.2018,9:45:50,W,"1,636.48","1,640.79",0.26%,"1,634.82",0.10%,106.9,"1,586",5.99,0.36%
8.11.2018,9:45:03,W,"1,650.85","1,646.78",0.25%,"1,657.49",0.40%,95.7,"1,321",57.71,3.63%
1.11.2018,9:45:55,W,"1,587.14","1,589.07",0.12%,"1,611.43",1.53%,116.5,"1,690",24.95,1.60%
25.10.2018,9:45:46,M,"1,591.49","1,564.12",1.72%,"1,568.27",1.46%,577.6,"2,436",42.39,2.64%
18.10.2018,9:45:28,W,"1,609.39","1,606.51",0.18%,"1,620.64",0.70%,88,"1,534",30.74,1.95%
11.10.2018,9:45:11,W,"1,605.57","1,575.77",1.86%,"1,588.91",1.04%,174.2,"2,028",67.64,4.12%
4.10.2018,10:15:08,W,"1,658.53","1,643.41",0.91%,"1,637.16",1.29%,115.7,"2,909",12.79,0.78%
27.9.2018,9:45:53,M,"1,652.42","1,630.62",1.32%,"1,642.77",0.58%,707.8,"4,128",35.64,2.14%
20.9.2018,9:53:04,W,"1,659.88","1,666.26",0.38%,"1,670.26",0.63%,88.3,"2,393",37.03,2.27%
13.9.2018,17:24:42,W,"1,633.48","1,629.23",0.26%,"1,627.84",0.35%,83.8,"1,588",0.68,0.04%
6.9.2018,9:45:56,W,"1,634.18","1,628.55",0.34%,"1,635.28",0.07%,143.9,"2,371",30.62,1.85%
30.8.2018,9:45:51,M,"1,658.65","1,659.17",0.03%,"1,666.04",0.45%,438.3,"2,245",33.96,2.09%
23.8.2018,9:45:53,W,"1,617.90","1,625.21",0.45%,"1,634.02",1.00%,72.2,"1,415",51.85,3.30%
16.8.2018,9:45:30,W,"1,564.78","1,573.36",0.55%,"1,582.79",1.15%,105.1,"1,499",15.31,0.96%
9.8.2018,9:52:00,W,"1,598.21","1,588.67",0.60%,"1,589.84",0.52%,162,"1,683",4.95,0.31%
2.8.2018,9:45:04,W,"1,587.03","1,583.72",0.21%,"1,578.00",0.57%,126,"1,311",2.12,0.13%
26.7.2018,9:45:37,M,"1,569.32","1,581.60",0.78%,"1,577.70",0.53%,502.4,"3,433",37.18,2.41%
19.7.2018,9:45:29,W,"1,548.48","1,544.42",0.26%,"1,544.13",0.28%,60.4,"1,593",1.52,0.10%
